feature,frequency,rank,docfreq,group
pfrmd,111,3902,45,all
silver,111,3902,49,all
acs,111,3902,51,all
experienced,111,3902,85,all
psychological,111,3902,69,all
karen,111,3902,33,all
osteomyelitis,111,3902,26,all
tells,111,3902,58,all
port,111,3902,39,all
nail,111,3902,44,all
zolpidem,111,3902,44,all
meter,111,3902,46,all
guidance,110,3929,64,all
slurred,110,3929,48,all
reasons,110,3929,69,all
supplemental,110,3929,67,all
phenergan,110,3929,52,all
walks,110,3929,79,all
expression,110,3929,52,all
pureed,110,3929,50,all
pulmonic,110,3929,33,all
homeless,110,3929,73,all
mina,110,3929,46,all
trigger,110,3929,55,all
resuscitation,110,3929,57,all
scars,110,3929,69,all
pulmonology,110,3929,48,all
salt,110,3929,63,all
entresto,110,3929,23,all
stain,110,3929,53,all
locked,110,3929,66,all
thu,110,3929,39,all
tue,110,3929,41,all
pounds,110,3929,67,all
vii,109,3951,75,all
fold,109,3951,43,all
technical,109,3951,50,all
mt,109,3951,62,all
agents,109,3951,61,all
bedclothes,109,3951,89,all
loose,109,3951,59,all
city,109,3951,59,all
citrate,109,3951,51,all
audiology,109,3951,23,all
moca,109,3951,51,all
wheeled,109,3951,74,all
reconciliation,109,3951,86,all
percutaneous,109,3951,40,all
stuck,109,3951,68,all
field,109,3951,54,all
niece,109,3951,35,all
headedness,109,3951,86,all
clarification,109,3951,55,all
ultra,109,3951,52,all
urethral,109,3951,43,all
mainly,109,3951,55,all
tracheostomy,109,3951,23,all
confluent,108,3974,59,all
stranding,108,3974,38,all
echogenic,108,3974,18,all
completion,108,3974,72,all
tachypnea,108,3974,55,all
csn,108,3974,82,all
phase,108,3974,56,all
aids,108,3974,56,all
mortality,108,3974,81,all
decubitus,108,3974,35,all
switched,108,3974,73,all
delivered,108,3974,86,all
diovan,108,3974,51,all
emesis,108,3974,58,all
satisfaction,108,3974,74,all
socks,108,3974,72,all
arthroscopy,108,3974,34,all
minerals,108,3974,54,all
retinopathy,108,3974,45,all
flexeril,108,3974,49,all
tower,107,3994,67,all
triceps,107,3994,53,all
transfuse,107,3994,62,all
limiting,107,3994,85,all
dex,107,3994,76,all
pvd,107,3994,46,all
ccc,107,3994,80,all
treating,107,3994,78,all
dpt,107,3994,88,all
abg,107,3994,54,all
formal,107,3994,71,all
roll,107,3994,58,all
avh,107,3994,41,all
disturbances,107,3994,51,all
furnished,107,3994,27,all
talking,107,3994,71,all
staying,107,3994,79,all
emotional,107,3994,75,all
hill,107,3994,47,all
09,107,3994,45,all
natriuretic,107,3994,47,all
stimuli,107,3994,53,all
compressible,107,3994,20,all
works,107,3994,79,all
anesthetic,107,3994,64,all
jh,107,3994,72,all
enhancing,107,3994,30,all
wilson,107,3994,27,all
chapin,107,3994,23,all
vestibular,107,3994,22,all
nonspecified,107,3994,10,all
irritable,107,3994,45,all
pains,107,3994,61,all
places,106,4027,71,all
suction,106,4027,42,all
generic,106,4027,57,all
cho,106,4027,47,all
slept,106,4027,65,all
cut,106,4027,76,all
actually,106,4027,77,all
info,106,4027,74,all
peri,106,4027,66,all
assumed,106,4027,49,all
makes,106,4027,71,all
obtaining,106,4027,92,all
believe,106,4027,84,all
fluoxetine,106,4027,38,all
top,106,4027,69,all
restriction,106,4027,59,all
naproxen,106,4027,49,all
diseases,106,4027,56,all
taylor,106,4027,49,all
methotrexate,106,4027,28,all
hypercholesteremia,106,4027,24,all
tooth,106,4027,27,all
hydroxy,105,4049,46,all
lm,105,4049,25,all
concentric,105,4049,50,all
hemodynamic,105,4049,62,all
happy,105,4049,87,all
phipps,105,4049,31,all
sequela,105,4049,56,all
acc,105,4049,41,all
mechanism,105,4049,55,all
enter,105,4049,67,all
handled,105,4049,30,all
phs,105,4049,67,all
gland,105,4049,50,all
timing,105,4049,75,all
maintaining,105,4049,76,all
dark,105,4049,74,all
valium,105,4049,48,all
colony,105,4049,49,all
intraocular,105,4049,42,all
uncle,105,4049,34,all
tf,105,4049,36,all
cystic,105,4049,43,all
spectrum,105,4049,62,all
owens,105,4049,30,all
valgus,105,4049,31,all
asymmetric,104,4074,51,all
territory,104,4074,28,all
tr,104,4074,43,all
noel,104,4074,29,all
bit,104,4074,82,all
repeated,104,4074,72,all
barium,104,4074,41,all
alternate,104,4074,73,all
sheet,104,4074,76,all
dictation,104,4074,70,all
neurocognitive,104,4074,42,all
jugular,104,4074,61,all
contusion,104,4074,28,all
say,104,4074,74,all
keeping,104,4074,69,all
07,104,4074,40,all
incisions,104,4074,55,all
log,104,4074,62,all
triamcinolone,104,4074,57,all
bilidir,103,4093,69,all
endarterectomy,103,4093,19,all
digital,103,4093,54,all
calvarium,103,4093,66,all
developing,103,4093,59,all
daughters,103,4093,45,all
nectar,103,4093,37,all
agencies,103,4093,86,all
sling,103,4093,31,all
refusing,103,4093,60,all
baker,103,4093,29,all
rail,103,4093,46,all
syed,103,4093,28,all
prozac,103,4093,37,all
adenocarcinoma,103,4093,27,all
cystourethroscopy,103,4093,23,all
platelets,103,4093,57,all
bumex,103,4093,30,all
contains,103,4093,63,all
sciatica,103,4093,49,all
yearly,103,4093,73,all
ab,102,4114,62,all
rpr,102,4114,64,all
correctly,102,4114,40,all
dropped,102,4114,56,all
uncorr,102,4114,26,all
certainly,102,4114,67,all
injectable,102,4114,54,all
labial,102,4114,48,all
jonathan,102,4114,58,all
sedated,102,4114,44,all
impressions,102,4114,74,all
predominantly,102,4114,68,all
ramp,102,4114,48,all
daytime,102,4114,58,all
company,102,4114,71,all
collateral,102,4114,49,all
piv,102,4114,73,all
paged,102,4114,71,all
gauze,102,4114,56,all
handed,102,4114,71,all
dural,102,4114,52,all
turn,102,4114,66,all
orangeburg,102,4114,32,all
ana,102,4114,47,all
troponins,102,4114,50,all
ssi,102,4114,58,all
fri,102,4114,57,all
claritin,102,4114,58,all
hypomagnesemia,102,4114,52,all
levofloxacin,102,4114,47,all
older,102,4114,72,all
intertrochanteric,102,4114,13,all
tetanus,102,4114,52,all
amitriptyline,102,4114,33,all
velocities,102,4114,15,all
avenue,102,4114,65,all
situ,102,4114,42,all
school,101,4151,71,all
performs,101,4151,41,all
percussion,101,4151,72,all
ix,101,4151,70,all
affecting,101,4151,57,all
paperwork,101,4151,70,all
root,101,4151,46,all
mgy,101,4151,46,all
verbally,101,4151,76,all
calcitriol,101,4151,26,all
authorization,101,4151,38,all
clonidine,101,4151,39,all
qday,101,4151,32,all
brian,101,4151,47,all
breakdown,101,4151,62,all
scc,101,4151,31,all
east,101,4151,54,all
hemorrhoids,101,4151,44,all
lumpectomy,101,4151,40,all
migraine,101,4151,35,all
beginning,100,4171,70,all
ncat,100,4171,72,all
extremely,100,4171,75,all
needing,100,4171,80,all
boost,100,4171,45,all
anthropometric,100,4171,76,all
responding,100,4171,59,all
plof,100,4171,66,all
natural,100,4171,70,all
normocytic,100,4171,43,all
summerville,100,4171,51,all
achieving,100,4171,47,all
ups,100,4171,66,all
nsr,100,4171,62,all
hematochezia,100,4171,73,all
remission,100,4171,40,all
lutein,100,4171,48,all
collar,100,4171,29,all
defibrillator,100,4171,36,all
celecoxib,100,4171,41,all
ascending,100,4171,37,all
varies,100,4171,62,all
meclizine,100,4171,41,all
pole,100,4171,42,all
carpal,100,4171,42,all
prosthetic,100,4171,26,all
opportunity,100,4171,77,all
leakage,100,4171,32,all
dense,100,4171,47,all
elavil,100,4171,32,all
periprosthetic,100,4171,12,all
infiltrates,99,4202,41,all
pronator,99,4202,70,all
reveal,99,4202,75,all
anna,99,4202,28,all
undergo,99,4202,80,all
aggression,99,4202,32,all
alanine,99,4202,80,all
deconditioning,99,4202,57,all
prapare,99,4202,65,all
lane,99,4202,19,all
colostomy,99,4202,19,all
formation,99,4202,55,all
prep,99,4202,52,all
fit,99,4202,73,all
statins,99,4202,37,all
urethra,99,4202,42,all
revision,99,4202,37,all
roberto,99,4202,15,all
jackson,99,4202,34,all
hypokinesis,99,4202,37,all
nephrostomy,99,4202,7,all
dtr,98,4223,49,all
arranged,98,4223,88,all
corr,98,4223,23,all
cerumen,98,4223,31,all
resumed,98,4223,62,all
cup,98,4223,59,all
wash,98,4223,65,all
cycle,98,4223,44,all
finalreport,98,4223,75,all
savage,98,4223,20,all
digit,98,4223,32,all
helps,98,4223,77,all
keflex,98,4223,47,all
shingles,98,4223,49,all
pastoral,98,4223,25,all
gums,98,4223,74,all
thrombectomy,97,4239,26,all
xi,97,4239,62,all
correlate,97,4239,49,all
intensity,97,4239,61,all
metronidazole,97,4239,40,all
switch,97,4239,74,all
ld,97,4239,81,all
didn,97,4239,69,all
resolve,97,4239,75,all
bench,97,4239,51,all
disabled,97,4239,65,all
selection,97,4239,90,all
occurs,97,4239,67,all
ostomy,97,4239,27,all
productive,97,4239,59,all
tell,97,4239,74,all
teaching,97,4239,61,all
quad,97,4239,62,all
tonight,97,4239,68,all
instead,97,4239,76,all
blue,97,4239,51,all
instruction,97,4239,44,all
caused,97,4239,67,all
arom,97,4239,63,all
pfizer,97,4239,54,all
mold,97,4239,41,all
fossa,96,4265,40,all
empiric,96,4265,59,all
associate,96,4265,71,all
wellbutrin,96,4265,41,all
eyelid,96,4265,39,all
requirement,96,4265,52,all
fibula,96,4265,16,all
option,96,4265,69,all
scores,96,4265,52,all
sh,96,4265,73,all
wb,96,4265,36,all
peritoneal,96,4265,29,all
hlm,96,4265,66,all
circumflex,96,4265,31,all
emptying,96,4265,38,all
cialis,96,4265,29,all
onc,96,4265,40,all
epidural,96,4265,24,all
adjuvanted,95,4283,46,all
hypoattenuation,95,4283,43,all
gradually,95,4283,71,all
pale,95,4283,63,all
considerations,95,4283,49,all
films,95,4283,56,all
entered,95,4283,56,all
positioned,95,4283,70,all
expiration,95,4283,30,all
granddaughter,95,4283,42,all
aide,95,4283,49,all
suspicion,95,4283,61,all
juice,95,4283,45,all
contents,95,4283,45,all
cisterns,95,4283,64,all
reconstructions,95,4283,55,all
bag,95,4283,62,all
revised,95,4283,32,all
amedisys,95,4283,41,all
story,95,4283,65,all
ezetimibe,95,4283,44,all
angle,95,4283,51,all
groomed,95,4283,62,all
implantation,95,4283,41,all
velocity,95,4283,28,all
retardation,95,4283,43,all
hallux,95,4283,18,all
decompression,95,4283,35,all
radical,95,4283,33,all
epigastric,95,4283,34,all
igg,94,4313,37,all
bill,94,4313,54,all
thursday,94,4313,55,all
pleura,94,4313,58,all
portal,94,4313,31,all
core,94,4313,49,all
senior,94,4313,46,all
uta,94,4313,31,all
laying,94,4313,68,all
endotracheal,94,4313,31,all
aa,94,4313,64,all
seemed,94,4313,71,all
topic,94,4313,50,all
defects,94,4313,56,all
penetration,94,4313,37,all
bupropion,94,4313,43,all
chemistry,94,4313,65,all
gentleman,94,4313,55,all
digoxin,94,4313,23,all
suprapubic,94,4313,33,all
grams,94,4313,66,all
sup,94,4313,54,all
ventilator,94,4313,35,all
plasma,94,4313,46,all
lispro,94,4313,36,all
combination,94,4313,60,all
cesarean,94,4313,45,all
crepitus,94,4313,59,all
kim,94,4313,35,all
stricture,94,4313,33,all
smaller,94,4313,48,all
deceased,94,4313,45,all
joyce,94,4313,21,all
mesh,94,4313,19,all
tuesday,94,4313,65,all
christian,94,4313,32,all
leukemia,94,4313,17,all
null,94,4313,16,all
varicose,94,4313,35,all
considering,93,4352,73,all
evolving,93,4352,58,all
corresponding,93,4352,28,all
orbital,93,4352,38,all
anne,93,4352,34,all
reflects,93,4352,60,all
ketoconazole,93,4352,34,all
helping,93,4352,74,all
quickly,93,4352,68,all
interpreted,93,4352,64,all
interpreter,93,4352,66,all
rebecca,93,4352,49,all
morbidity,93,4352,80,all
bmd,93,4352,27,all
vp,93,4352,23,all
nascet,93,4352,41,all
uop,93,4352,42,all
glucotrol,93,4352,40,all
hypothyroid,93,4352,42,all
xalatan,93,4352,49,all
miller,93,4352,28,all
itchy,93,4352,60,all
lyrica,93,4352,37,all
dept,93,4352,56,all
thompson,93,4352,32,all
divorced,93,4352,60,all
marshall,93,4352,17,all
antibodies,92,4379,41,all
ambulance,92,4379,71,all
coarse,92,4379,50,all
apical,92,4379,52,all
power,92,4379,60,all
restrictive,92,4379,66,all
vitamins,92,4379,61,all
solutions,92,4379,49,all
extubated,92,4379,40,all
shingrix,92,4379,57,all
cnii,92,4379,58,all
injected,92,4379,61,all
veteran,92,4379,49,all
mbss,92,4379,38,all
ditropan,92,4379,43,all
venlafaxine,92,4379,41,all
lids,92,4379,67,all
visualization,92,4379,61,all
pallor,92,4379,67,all
preliminaryr,92,4379,73,all
derm,92,4379,71,all
spiritual,92,4379,26,all
methicillin,92,4379,38,all
interior,92,4379,22,all
lock,92,4379,37,all
nephrolithiasis,92,4379,44,all
ionized,91,4405,61,all
cktotal,91,4405,70,all
neurologist,91,4405,49,all
distally,91,4405,52,all
comprehension,91,4405,58,all
margaret,91,4405,25,all
aspartate,91,4405,70,all
pro,91,4405,49,all
repetition,91,4405,48,all
quiet,91,4405,55,all
robinson,91,4405,20,all
geoffrey,91,4405,20,all
seclusion,91,4405,31,all
interest,91,4405,73,all
hemolysisind,91,4405,50,all
lauren,91,4405,43,all
progressively,91,4405,60,all
rsv,91,4405,43,all
thinking,91,4405,60,all
sincerely,91,4405,66,all
jp,91,4405,19,all
infected,91,4405,29,all
cal,91,4405,43,all
enterococcus,91,4405,33,all
fos,91,4405,16,all
ui,91,4405,19,all
quadrants,90,4431,64,all
adequately,90,4431,60,all
wnwd,90,4431,53,all
clarify,90,4431,52,all
goes,90,4431,82,all
ordering,90,4431,71,all
abbott,90,4431,27,all
alcoholic,90,4431,28,all
arch,90,4431,57,all
antigen,90,4431,43,all
mets,90,4431,49,all
goc,90,4431,35,all
digits,90,4431,65,all
zone,90,4431,30,all
clavulanate,90,4431,57,all
integument,90,4431,66,all
crutches,90,4431,44,all
fio,89,4448,53,all
miu,89,4448,64,all
vir,89,4448,34,all
mb,89,4448,60,all
clearly,89,4448,63,all
student,89,4448,64,all
ie,89,4448,67,all
ryan,89,4448,33,all
strengthening,89,4448,61,all
postural,89,4448,50,all
shoe,89,4448,35,all
structural,89,4448,36,all
swab,89,4448,51,all
unlikely,89,4448,67,all
tv,89,4448,56,all
airways,89,4448,47,all
approx,89,4448,55,all
indep,89,4448,30,all
email,89,4448,56,all
weightbearing,89,4448,36,all
ehl,89,4448,45,all
unexpected,89,4448,66,all
geriatric,89,4448,42,all
hba,89,4448,43,all
botox,89,4448,15,all
medium,89,4448,43,all
accepting,88,4474,79,all
paroxetine,88,4474,32,all
boluses,88,4474,50,all
reassessment,88,4474,55,all
allowed,88,4474,54,all
mwf,88,4474,22,all
05,88,4474,41,all
mode,88,4474,52,all
definitive,88,4474,52,all
pills,88,4474,61,all
maximize,88,4474,64,all
separate,88,4474,57,all
arrange,88,4474,68,all
private,88,4474,66,all
hyperparathyroidism,88,4474,29,all
box,88,4474,54,all
segmental,88,4474,43,all
reassured,88,4474,59,all
vanc,88,4474,46,all
correction,88,4474,41,all
midnight,88,4474,64,all
band,88,4474,45,all
nodular,88,4474,42,all
umbilical,88,4474,33,all
wob,88,4474,52,all
gluteal,88,4474,25,all
endorse,88,4474,70,all
amplitude,88,4474,30,all
border,88,4474,51,all
januvia,88,4474,26,all
anal,88,4474,33,all
fullness,88,4474,51,all
jaundice,88,4474,57,all
markers,88,4474,60,all
patellar,87,4508,51,all
palsy,87,4508,41,all
ribs,87,4508,32,all
discussions,87,4508,58,all
bl,87,4508,40,all
raise,87,4508,57,all
cleaning,87,4508,56,all
wanting,87,4508,70,all
accu,87,4508,25,all
disorientation,87,4508,53,all
parotid,87,4508,28,all
melissa,87,4508,34,all
essentially,87,4508,59,all
zetia,87,4508,43,all
blvd,87,4508,53,all
en,87,4508,36,all
justin,87,4508,29,all
hsia,87,4508,22,all
sui,87,4508,20,all
exterior,87,4508,21,all
menopausal,87,4508,46,all
nevi,87,4508,53,all
communicated,86,4530,61,all
ate,86,4530,55,all
ending,86,4530,74,all
missing,86,4530,55,all
rise,86,4530,58,all
df,86,4530,51,all
weaned,86,4530,52,all
adaptive,86,4530,53,all
otr,86,4530,76,all
shin,86,4530,52,all
procalcitonin,86,4530,51,all
progressed,86,4530,55,all
troponiniult,86,4530,53,all
intensive,86,4530,48,all
becomes,86,4530,66,all
submitted,86,4530,56,all
actively,86,4530,53,all
psychosocial,86,4530,57,all
pads,86,4530,44,all
pedis,86,4530,58,all
distances,86,4530,55,all
angio,86,4530,36,all
leak,86,4530,38,all
pulled,86,4530,50,all
reorientation,86,4530,39,all
connection,86,4530,47,all
kimberly,86,4530,40,all
calling,86,4530,66,all
denise,86,4530,23,all
vehicle,86,4530,39,all
fiber,86,4530,41,all
ambulates,86,4530,64,all
endocrinology,86,4530,31,all
buttocks,86,4530,53,all
fu,86,4530,54,all
keratosis,86,4530,48,all
run,85,4566,60,all
spaces,85,4566,56,all
segments,85,4566,46,all
lmp,85,4566,25,all
participating,85,4566,61,all
threshold,85,4566,43,all
hemisphere,85,4566,34,all
opinion,85,4566,62,all
residue,85,4566,27,all
benzonatate,85,4566,42,all
assessments,85,4566,51,all
groups,85,4566,56,all
saturday,85,4566,56,all
benjamin,85,4566,38,all
wrong,85,4566,55,all
bilat,85,4566,53,all
vera,85,4566,21,all
attempting,85,4566,65,all
choices,85,4566,63,all
readmission,85,4566,72,all
pill,85,4566,50,all
filter,85,4566,21,all
triggers,85,4566,36,all
retractions,85,4566,50,all
lumen,85,4566,37,all
glass,85,4566,56,all
beer,85,4566,59,all
cushion,85,4566,45,all
preop,85,4566,46,all
shot,85,4566,62,all
nicholas,85,4566,43,all
ivig,85,4566,7,all
txp,85,4566,12,all
impairments,85,4566,40,all
bronchoscopy,85,4566,25,all
exertional,85,4566,57,all
ovarian,85,4566,41,all
spasm,85,4566,47,all
peter,85,4566,17,all
ring,85,4566,31,all
estab,85,4566,8,all
national,84,4607,48,all
paralysis,84,4607,39,all
hemiparesis,84,4607,26,all
webster,84,4607,28,all
idt,84,4607,65,all
schabel,84,4607,33,all
collections,84,4607,36,all
hhpt,84,4607,51,all
row,84,4607,43,all
noncontrast,84,4607,42,all
sch,84,4607,37,all
apogee,84,4607,40,all
coordinator,84,4607,45,all
leisure,84,4607,23,all
notification,84,4607,57,all
pleasantly,84,4607,52,all
briefly,84,4607,62,all
06,84,4607,30,all
multifactorial,84,4607,49,all
descending,84,4607,33,all
mci,84,4607,36,all
travel,84,4607,59,all
vitreous,84,4607,30,all
ci,84,4607,37,all
scr,84,4607,45,all
exploratory,84,4607,23,all
continuity,84,4607,54,all
robotic,84,4607,25,all
paxil,83,4635,34,all
dysmetria,83,4635,56,all
disability,83,4635,43,all
formula,83,4635,56,all
vaccines,83,4635,52,all
sequelae,83,4635,43,all
ruled,83,4635,47,all
incontinent,83,4635,57,all
river,83,4635,42,all
mutuality,83,4635,61,all
fibrosis,83,4635,38,all
avs,83,4635,70,all
aao,83,4635,68,all
gotten,83,4635,64,all
participated,83,4635,63,all
men,83,4635,40,all
delusions,83,4635,41,all
utilization,83,4635,49,all
xrt,83,4635,27,all
bottle,83,4635,33,all
les,83,4635,44,all
epistaxis,83,4635,29,all
occluded,83,4635,26,all
oto,83,4635,13,all
foraminal,83,4635,31,all
shown,83,4635,60,all
conway,83,4635,32,all
myeloma,83,4635,11,all
gastritis,83,4635,28,all
microalbumin,83,4635,35,all
lumps,83,4635,58,all
hf,82,4666,41,all
cards,82,4666,41,all
distributions,82,4666,51,all
medicines,82,4666,51,all
sized,82,4666,41,all
scd,82,4666,55,all
alternative,82,4666,54,all
attended,82,4666,40,all
scooting,82,4666,47,all
endorsed,82,4666,56,all
ankles,82,4666,53,all
effexor,82,4666,39,all
gender,82,4666,60,all
hematemesis,82,4666,40,all
bradykinesia,82,4666,40,all
mitchell,82,4666,20,all
chg,82,4666,34,all
epi,82,4666,38,all
hear,82,4666,59,all
road,82,4666,54,all
pharmacies,82,4666,48,all
dentures,82,4666,50,all
meropenem,82,4666,23,all
labcorp,82,4666,21,all
carolyn,82,4666,15,all
physicians,81,4691,62,all
emergent,81,4691,51,all
cth,81,4691,39,all
analysis,81,4691,56,all
dimer,81,4691,28,all
shared,81,4691,48,all
hypoxemic,81,4691,31,all
bactroban,81,4691,40,all
wd,81,4691,56,all
facilities,81,4691,61,all
commitment,81,4691,22,all
interviewed,81,4691,54,all
presumed,81,4691,45,all
tibc,81,4691,44,all
indications,81,4691,59,all
hds,81,4691,48,all
rates,81,4691,45,all
contacts,81,4691,63,all
lactated,81,4691,48,all
naloxone,81,4691,31,all
watch,81,4691,60,all
nosebleeds,81,4691,51,all
reconstructed,81,4691,48,all
msn,81,4691,46,all
lexington,81,4691,24,all
wn,81,4691,55,all
rhc,81,4691,25,all
plate,81,4691,42,all
phq,81,4691,28,all
psoriasis,81,4691,28,all
