feature,chi2,p,n_target,n_reference,p_value,p_adjusted,significant
vulnerable,6.657456246570024,0.009874176812454505,11,1,0.009874176812454548,0.03831864815540129,TRUE
wernicke,6.657456246570024,0.009874176812454505,11,1,0.009874176812454548,0.03831864815540129,TRUE
wocn,6.657456246570024,0.009874176812454505,11,1,0.009874176812454548,0.03831864815540129,TRUE
zones,6.657456246570024,0.009874176812454505,11,1,0.009874176812454548,0.03831864815540129,TRUE
disability,6.650243623480264,0.009914226761660538,57,26,0.009914226761660499,0.03845927829552118,TRUE
ptt,6.645239485437581,0.009942111315612068,91,48,0.00994211131561206,0.03845927829552118,TRUE
symmetrically,6.645239485437581,0.009942111315612068,91,48,0.00994211131561206,0.03845927829552118,TRUE
french,6.641729946982454,0.009961715455871212,37,14,0.009961715455871248,0.03845927829552118,TRUE
perforated,6.641729946982454,0.009961715455871212,37,14,0.009961715455871248,0.03845927829552118,TRUE
anticipates,6.641389978939573,0.009963616607216008,28,9,0.009963616607216052,0.03845927829552118,TRUE
ge,6.641389978939573,0.009963616607216008,28,9,0.009963616607216052,0.03845927829552118,TRUE
rinsing,6.641389978939573,0.009963616607216008,28,9,0.009963616607216052,0.03845927829552118,TRUE
wooster,6.641389978939573,0.009963616607216008,28,9,0.009963616607216052,0.03845927829552118,TRUE
root,6.61850904292483,0.010092428731525716,68,33,0.010092428731525768,0.03845927829552118,TRUE
resulted,6.6039335748023476,0.010175372656249349,142,83,0.010175372656249309,0.03845927829552118,TRUE
unstable,6.6039335748023476,0.010175372656249349,142,83,0.010175372656249309,0.03845927829552118,TRUE
abdul,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
abel,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
algorithm,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
allendale,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
arteritis,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ashokkumar,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ashraf,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
aymil,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
azalee,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
barthel,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
batchelder,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
baxley,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
brogan,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
bryson,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
bulking,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
calmly,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
cardwell,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ccu,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
chamberlin,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
chattha,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
childers,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
citrobacter,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
cornelius,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
crakles,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
deteriorate,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
dissecans,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
doa,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
dti,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
edisylate,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
electrographic,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
elirose,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
elixir,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
emaciated,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
eod,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
epoetin,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ertel,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
extenders,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
fiorillo,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
fugatt,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
fusiform,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
gelatein,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
germinal,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
glide,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
goode,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
greenberg,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
grimaces,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
harley,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
hemispheric,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
hepatospleenomaegaly,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
humate,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
hydropneumothorax,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
hydroxyurea,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ignatowicz,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
incruse,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
inevitably,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
jayant,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
jocelyn,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
johanna,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
juanita,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
kamanda,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
kayexalate,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
librium,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
lpw,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
lynes,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
macfall,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
manubrium,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
marlee,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
mccrary,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
merkel,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
milrinone,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
moll,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
munden,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
norred,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
northup,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
nrb,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ornstein,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
osburn,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
otis,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
outbursts,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
oxyoxyur,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
parametric,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
pearl,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
pipaliya,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
pirrt,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
pneumobilia,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
racal,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
raquel,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
reginald,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
rncm,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
ronak,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
rotavirus,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
rvf,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
santy,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
segee,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
sidhom,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
solumedrol,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
steno,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
streptococci,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
subfalcine,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
suda,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
threats,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
tim,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
tmin,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
trailer,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
transmitral,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
trilogy,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
upj,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
uptrending,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
vanacore,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
vip,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
yarborough,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
zwerner,6.5900158802664865,0.010255225667448298,10,0,0.010255225667448282,0.03845927829552118,TRUE
directions,6.584037227334325,0.010289725285050011,52,23,0.010289725285050028,0.03845927829552118,TRUE
adm,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
clothes,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
corona,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
encompass,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
extr,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
guardian,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
hypervolemia,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
intelligibility,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
midazolam,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
presumably,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
retroperitoneum,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
tw,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
wbcu,6.583549740275463,0.010292543554212163,18,4,0.010292543554212127,0.03845927829552118,TRUE
arrives,6.5715201356774005,0.010362340620993948,26,8,0.010362340620993917,0.0386992602540964,TRUE
widener,6.5715201356774005,0.010362340620993948,26,8,0.010362340620993917,0.0386992602540964,TRUE
disclaimer,6.552418427172468,0.010474169488495777,110,61,0.010474169488495829,0.0391063817273437,TRUE
purposes,6.550348198553292,0.010486363513595998,47,20,0.010486363513596024,0.03914138748732469,TRUE
apathy,6.522338099975789,0.010652786489972144,24,7,0.010652786489972182,0.039719879613214396,TRUE
excited,6.522338099975789,0.010652786489972144,24,7,0.010652786489972182,0.039719879613214396,TRUE
neighbors,6.522338099975789,0.010652786489972144,24,7,0.010652786489972182,0.039719879613214396,TRUE
ues,6.522338099975789,0.010652786489972144,24,7,0.010652786489972182,0.039719879613214396,TRUE
iliac,6.517311139236529,0.010682939858267848,123,70,0.010682939858267886,0.039821618811455364,TRUE
afb,6.515827528772469,0.010691855762722358,20,5,0.010691855762722339,0.03982279020875585,TRUE
perirectal,6.515827528772469,0.010691855762722358,20,5,0.010691855762722339,0.03982279020875585,TRUE
rotated,6.515827528772469,0.010691855762722358,20,5,0.010691855762722339,0.03982279020875585,TRUE
consultants,6.50946462858214,0.010730180886216134,35,13,0.01073018088621608,0.039933408984098376,TRUE
resides,6.50946462858214,0.010730180886216134,35,13,0.01073018088621608,0.039933408984098376,TRUE
unsafe,6.50946462858214,0.010730180886216134,35,13,0.01073018088621608,0.039933408984098376,TRUE
start,6.503947134836203,0.010763528002755263,937,686,0.010763528002755273,0.04004678286372033,TRUE
formulating,6.500493442709283,0.010784455809950466,22,6,0.010784455809950515,0.040060258556941085,TRUE
hyperbilirubinemia,6.500493442709283,0.010784455809950466,22,6,0.010784455809950515,0.040060258556941085,TRUE
peaked,6.500493442709283,0.010784455809950466,22,6,0.010784455809950515,0.040060258556941085,TRUE
postcontrast,6.500493442709283,0.010784455809950466,22,6,0.010784455809950515,0.040060258556941085,TRUE
ravenel,6.500493442709283,0.010784455809950466,22,6,0.010784455809950515,0.040060258556941085,TRUE
suspended,6.500493442709283,0.010784455809950466,22,6,0.010784455809950515,0.040060258556941085,TRUE
rebecca,6.497788014413053,0.010800878628375088,63,30,0.010800878628375045,0.04011053563355642,TRUE
appears,6.496896391736245,0.010806296682919991,919,672,0.010806296682920002,0.040119929064174255,TRUE
advance,6.4702570437738585,0.01096946655140607,89,47,0.010969466551406095,0.04071483723476196,TRUE
